Track,Race,RaceDate,PostTime,Gait,Condition,Purse,TCR,ClassTag,BasePoints,TCR_Points,Purse_Points,AdjustedPoints,ClassBand,SourceXML
CHRTN,1,2026-05-02,6:00 AM,PACE,N/W $301 L4 STARTS,2500.0,65.0,NW Condition,60,6.5,0.08333333333333333,67,Mid,chr20260502hmpXML.xml
CHRTN,2,2026-05-02,6:18 AM,PACE,5 YEARS OLD & YOUNGER WINNERS OF 1 BUT NOT MORE THAN 2 RACES LIFETIME  (N/W 1 DRAW INSIDE) (FILLIES & MARES),4050.0,57.0,NW Condition,60,5.7,0.6666666666666666,66,Mid,chr20260502hmpXML.xml
CHRTN,3,2026-05-02,6:36 AM,PACE,N/W $701 L4 STARTS +ALLOWANCES,3350.0,70.0,NW Condition,60,7.0,0.16666666666666666,67,Mid,chr20260502hmpXML.xml
CHRTN,4,2026-05-02,6:54 AM,PACE,N/W $1001 L4 STARTS & N/W $671 L3 DRAW OUTSIDE,3500.0,71.0,NW Condition,60,7.1000000000000005,0.3333333333333333,67,Mid,chr20260502hmpXML.xml
CHRTN,5,2026-05-02,7:12 AM,PACE,N/W $1001 L4 STARTS +ALLOWANCES,3500.0,70.0,NW Condition,60,7.0,0.3333333333333333,67,Mid,chr20260502hmpXML.xml
CHRTN,6,2026-05-02,7:30 AM,PACE,N/W $2601 L4 STARTS AE MARES N/W $3151 L4 +ALLOWANCES DRAW OUTSIDE,4950.0,79.0,NW Condition,60,7.9,0.9166666666666666,69,Mid,chr20260502hmpXML.xml
CHRTN,7,2026-05-02,8:03 AM,PACE,5 YEARS OLD & YOUNGER WINNERS OF 1 BUT NOT MORE THAN 2 RACES LIFETIME (PEI FOALED 3) (N/W 1 DRAW INSIDE) (HORSES & GELDINGS),4050.0,64.0,NW Condition,60,6.4,0.6666666666666666,67,Mid,chr20260502hmpXML.xml
CHRTN,8,2026-05-02,8:21 AM,PACE,5 YEARS OLD & YOUNGER WINNERS OF 3 BUT NOT MORE THAN 5 RACES LIFETIME,4450.0,63.0,"Low (Unknown, purse<7k)",10,6.300000000000001,0.8333333333333334,17,Low,chr20260502hmpXML.xml
CHRTN,9,2026-05-02,8:39 AM,PACE,N/W $1301 L4 STARTS AE N/W $1601 L4 & N/W 7 RACES LIFE & N/W $1035 L3 DRAW OUTSIDE,3800.0,73.0,NW Condition,60,7.300000000000001,0.5,68,Mid,chr20260502hmpXML.xml
CHRTN,10,2026-05-02,8:57 AM,PACE,FILLIES & MARES N/W $1301 L4 STARTS +ALLOWANCES & N/W $550 L3,3700.0,70.0,NW Condition,60,7.0,0.4166666666666667,67,Mid,chr20260502hmpXML.xml
CHRTN,11,2026-05-02,9:15 AM,PACE,PREFERRED 2 N/W $3151 L4 STARTS & OPEN MARES AE PREFERRED 1 DRAW OUTSIDE,6250.0,84.0,Open/Preferred,85,8.4,1.0,94,Top,chr20260502hmpXML.xml
CHRTN,12,2026-05-02,9:33 AM,PACE,N/W $1901 L4 STARTS AE N/W $2251 L4 +ALLOWANCES & N/W 9 RACES LIFE DRAW OUTSIDE,4350.0,82.0,NW Condition,60,8.200000000000001,0.75,69,Mid,chr20260502hmpXML.xml
CND,1,2026-05-02,12:45 PM,PACE,MAIDENS,6000.0,48.0,Maiden,45,4.800000000000001,0.5,50,Low,cnd20260502hmpXML.xml
CND,2,2026-05-02,1:07 AM,PACE,CLAIMING 5000 (PLUS ALLW),5000.0,62.0,Claimer,55,6.2,0.3,62,Mid,cnd20260502hmpXML.xml
CND,3,2026-05-02,1:29 AM,PACE,"FILLIES & MARES CLAIMING 8,000 (PLUS ALLW) NW 3 RACES OR NW 30,000 LIFETIME (AB F/S 37,500/EXTRA WIN) NW L5 ALLOWED 5000",5500.0,57.0,Claimer,55,5.7,0.4,61,Mid,cnd20260502hmpXML.xml
CND,4,2026-05-02,1:51 AM,PACE,CLAIMING 7000 (PLUS ALLW),6300.0,65.0,Claimer,55,6.5,0.6,62,Mid,cnd20260502hmpXML.xml
CND,5,2026-05-02,2:13 AM,PACE,"CLAIMING 10,000 (PLUS ALLW) AE: NW 1201 LAST 3 STARTS",7800.0,67.0,Claimer,55,6.7,0.8,62,Mid,cnd20260502hmpXML.xml
CND,6,2026-05-02,2:35 AM,PACE,FILLIES & MARES CLAIMING 5000 (PLUS ALLW),5000.0,58.0,Claimer,55,5.800000000000001,0.3,61,Mid,cnd20260502hmpXML.xml
CND,7,2026-05-02,2:57 AM,PACE,"HDCP NW 2 RACES OR 12,000 LIFETIME (AB F/S 15,000/EXTRA WIN) -  NW 3 RACES OR 20,000 LIFETIME (AB F/S 25,000/EXTRA WIN)",7000.0,61.0,NW Condition,60,6.1000000000000005,0.7,67,Mid,cnd20260502hmpXML.xml
CND,8,2026-05-02,3:19 AM,PACE,"FILLIES & MARES CLAIMING 8,000 (PLUS ALLW ) NW 2 RACES OR NW 15,000 LIFETIME (AB F/S 18,750/EXTRA WIN) NW L5 ALLOWED 5000",5000.0,52.0,Claimer,55,5.2,0.3,60,Mid,cnd20260502hmpXML.xml
CND,9,2026-05-02,3:41 AM,PACE,"HDCP NW 4 RACES OR 28,000 LIFETIME (AB F/S 35.000/EXTRA WIN) - NW 6 RACES OR 46,000 LIFETIME (AB F/S 58.000/EXTRA WIN)",8500.0,65.0,NW Condition,60,6.5,0.9,67,Mid,cnd20260502hmpXML.xml
CND,10,2026-05-02,4:03 AM,PACE,"CLAIMING 20,000 (PLUS ALLW) AE NW 8 RACES OR 64,000 LIFETIME (AB F/S 80,000/EXTRA WIN) AE NW 6001 IN LAST 3 STARTS)",12000.0,71.0,Claimer,55,7.1000000000000005,1.0,63,Mid,cnd20260502hmpXML.xml
CUMB,1,2026-05-02,2:45 AM,PACE,"Claiming $5,000",4400.0,76.0,Claimer,55,7.6000000000000005,0.3333333333333333,63,Mid,cub20260502hmpXML.xml
CUMB,2,2026-05-02,3:07 AM,PACE,"Track Master Rating of 72 or less Opt Claim $6,000 Drawn Outside",5000.0,77.0,Claimer,55,7.7,0.6666666666666666,63,Mid,cub20260502hmpXML.xml
CUMB,3,2026-05-02,3:29 AM,PACE,Fillies and Mares Track Master Rating of 72 or Less,5000.0,71.0,"Low (Unknown, purse<7k)",10,7.1000000000000005,0.6666666666666666,18,Low,cub20260502hmpXML.xml
CUMB,4,2026-05-02,3:51 AM,PACE,"Fillies and Mares NW $1,400 (ME Bred $1,600) in last 4 starts Opt Claim $4,000 5- Scarlet Moon - Eligible at time of entry.",4400.0,71.0,Claimer,55,7.1000000000000005,0.3333333333333333,62,Mid,cub20260502hmpXML.xml
CUMB,5,2026-05-02,4:13 AM,PACE,"NW $2,500 (ME Bred $3,125) in Last 4 Starts (NW L3 allowed $510) Opt Claim $7,500 AE: NW 6 Ext. PM Races Lifetime 4- Premier Joy A - Eligible at time of entry.",5400.0,79.0,Claimer,55,7.9,0.8333333333333334,64,Mid,cub20260502hmpXML.xml
CUMB,6,2026-05-02,4:35 AM,PACE,"NW $3,500 (ME Bred $4,375) in last 4 starts (NW L3 allowed $750) Opt Claim $10,000 AE: Opt Claim $12,500 or NW $5,000 L4 Drawn Outside 1- Bare Bone - Eligible at time of entry.",6000.0,82.0,Claimer,55,8.200000000000001,0.9166666666666666,64,Mid,cub20260502hmpXML.xml
CUMB,7,2026-05-02,4:57 AM,PACE,"Fillies and Mares NW $2,500 in last 4 starts AE: Opt Claim Drawn Outside Post Positions According to Base Claiming Price",5400.0,77.0,Claimer,55,7.7,0.8333333333333334,64,Mid,cub20260502hmpXML.xml
CUMB,8,2026-05-02,5:19 AM,PACE,"CUMBERLAND DERBY NW $2,000 (ME Bred $2500) in Last 4 Starts (NW L3 allowed $250) AE: NW $2,550 L4 Drawn Outside ***Race will be at a distance of 1 1/4 Miles***",7000.0,76.0,Stakes,80,7.6000000000000005,1.0,89,High,cub20260502hmpXML.xml
CUMB,9,2026-05-02,5:41 AM,PACE,Fillies and Mares Track Master Rating of 69 or Less,4600.0,68.0,"Low (Unknown, purse<7k)",10,6.800000000000001,0.5,17,Low,cub20260502hmpXML.xml
CUMB,10,2026-05-02,6:03 AM,PACE,"NW $1,750 (ME Bred $2,200) in Last 4 Starts AE: NW $2,000 L4 Drawn Outside",4600.0,79.0,NW Condition,60,7.9,0.5,68,Mid,cub20260502hmpXML.xml
CUMB,11,2026-05-02,6:25 AM,PACE,Track Master Rating of 66 or Less (NW 2 L6 allowed 1.4 points) Post Positions Assigned by TMR. Line(s) not available at time of publication:,4400.0,64.0,NW Condition,60,6.4,0.3333333333333333,67,Mid,cub20260502hmpXML.xml
CUMB,12,2026-05-02,6:47 AM,PACE,Fillies and Mares Track Master Rating of 67 or Less AE: NW $810 L4,4400.0,69.0,NW Condition,60,6.9,0.3333333333333333,67,Mid,cub20260502hmpXML.xml
HOP,1,2026-05-02,5:30 AM,PACE,TrackMaster Rating of 66 or less (4 year olds and up),5000.0,67.0,"Low (Unknown, purse<7k)",10,6.7,0.07142857142857142,17,Low,hop20260502hmpXML.xml
HOP,2,2026-05-02,5:53 AM,TROT,"Winners of 4 But not More than 9 Ext PM or $35,000 (IS $38,500) Lifetime to be claimed for $30,000 (W/A)",13000.0,80.0,Claimer,55,8.0,0.7857142857142857,64,Mid,hop20260502hmpXML.xml
HOP,3,2026-05-02,6:16 AM,TROT,"N/W of $1,000 (IS $1,200) (Mares 20%) in the L4 starts AE: Claiming $7,000 (W/A) K. Lambright - 5 over 8",6000.0,79.0,Claimer,55,7.9,0.21428571428571427,63,Mid,hop20260502hmpXML.xml
HOP,4,2026-05-02,6:39 AM,TROT,"N/W of $5,000 (IS $5,500) (Mares 20%) in the L4 starts AE: N/W 5 (IS 6) Ext PM LT (Mares Allowed 1 Win) Optional Claiming $15,000 (W/A) NO COUPLED ENTRIES (IHRC RULES)",8000.0,86.0,Claimer,55,8.6,0.5714285714285714,64,Mid,hop20260502hmpXML.xml
HOP,5,2026-05-02,7:02 AM,TROT,"NW 1 (IS 2) PM or $10,000 (IS $11,000) to be claimed for $10,000 B. Ferguson - 8 over 3",7000.0,63.0,Claimer,55,6.300000000000001,0.5,62,Mid,hop20260502hmpXML.xml
HOP,6,2026-05-02,7:25 AM,TROT,OPEN 1 Posts 1-3 Drawn Posts 4-7 Assigned NO COUPLED ENTRIES (IHRC RULES),22000.0,97.0,Open/Preferred,85,9.700000000000001,1.0,96,Top,hop20260502hmpXML.xml
HOP,7,2026-05-02,7:48 AM,TROT,"N/W of $3,000 (IS $3,300) (Mares 20%) in the L4 starts AE: N/W 3 (FM 4) Ext PM LT NO. 10 STARTS FROM 2ND TIER K. Wilfong - 5 over 8",7000.0,86.0,NW Condition,60,8.6,0.5,69,Mid,hop20260502hmpXML.xml
HOP,8,2026-05-02,8:11 AM,PACE,FM OPEN 1-2 All Posts Assigned NO COUPLED ENTRIES (IHRC RULES),22000.0,90.0,Open/Preferred,85,9.0,1.0,95,Top,hop20260502hmpXML.xml
HOP,9,2026-05-02,8:34 AM,PACE,"TrackMaster Rating of 75 or less AE: Horse/Geldings Claiming $8,000 (W/A) Dreamfair Arnie B - 1st Time Lasix NO COUPLED ENTRIES (IHRC RULES) B. Bates - 1 over 8 A. Bender - 6 over 7",6800.0,76.0,Claimer,55,7.6000000000000005,0.2857142857142857,63,Mid,hop20260502hmpXML.xml
HOP,10,2026-05-02,8:57 AM,TROT,OPEN 3 All posts drawn NO COUPLED ENTRIES (IHRC RULES) L. Plano - 8 over 9 J. Ross - 1 over 4,16000.0,91.0,Open/Preferred,85,9.1,0.8571428571428571,95,Top,hop20260502hmpXML.xml
HOP,11,2026-05-02,9:20 AM,PACE,"FM: NW $7500 (IS $8400) L4 Sts AE: NW 7 (IS 8) PM Races Lifetime NW $5000 (IS $5500) L4 may enter for Inside Posts $7,500 GUARANTEED POOL A. Bender - 5 over 9 T. Tetrick - 4 over 2",10000.0,84.0,NW Condition,60,8.4,0.7142857142857143,69,Mid,hop20260502hmpXML.xml
HOP,12,2026-05-02,9:43 AM,PACE,"Horses/Geldings N/W 1 (IS 2) Ext PM or $10,000 (IS $11,000) LT J. Ross - 5 over 1 T. Tetrick - 9 over 6",10000.0,73.0,NW Condition,60,7.300000000000001,0.7142857142857143,68,Mid,hop20260502hmpXML.xml
HOP,13,2026-05-02,10:06 AM,PACE,TrackMaster Rating of 70 or less Fact Check - 1st Time Lasix NO COUPLED ENTRIES (IHRC RULES) M. Miller - 1 over 3,5200.0,68.0,"Low (Unknown, purse<7k)",10,6.800000000000001,0.14285714285714285,17,Low,hop20260502hmpXML.xml
HOP,14,2026-05-02,10:29 AM,PACE,"Fillies/Mares N/W 1 (IS 2) Ext PM or $10,000 (IS $11,000) Lifetime, to be claimed for $10,000 NO. 10 STARTS FROM 2ND TIER $7,500 GUARANTEED POOL J. Ross - 4 over 10",7000.0,59.0,Claimer,55,5.9,0.5,61,Mid,hop20260502hmpXML.xml
LON,1,2026-05-02,12:50 PM,PACE,FILLIES & MARES - CLAIMING $8000. (W-ALL) - FOR N/W $40000. LIFETIME (W-ALL) OR $3500. LAST 5,5500.0,61.0,Claimer,55,6.1000000000000005,0.2727272727272727,61,Mid,lon20260502hmpXML.xml
LON,2,2026-05-02,1:10 AM,PACE,FILLIES & MARES - N/W $12500. OR 2 RACES LIFETIME (W-ALL)  AE. CLAIMING $20000. - FOR N/W $18000. LIFETIME (W-ALL) (N/W OF A RACE LAST 5 ALLOWED $2500.),8200.0,52.0,Claimer,55,5.2,0.6363636363636364,61,Mid,lon20260502hmpXML.xml
LON,3,2026-05-02,1:30 AM,PACE,CLAIMING $20000. - FOR N/W $5000. (FM $6250.) OR A RACE LIFETIME (W-ALL) (N/W OF A RACE LAST 5 ALLOWED $3000. (FM $3750.),5500.0,50.0,Claimer,55,5.0,0.2727272727272727,60,Mid,lon20260502hmpXML.xml
LON,4,2026-05-02,1:50 AM,PACE,FILLIES & MARES - N/W $3000. LIFETIME (W-ALL)  (N/W OF A RACE ALLOWED $4000.),7500.0,59.0,NW Condition,60,5.9,0.45454545454545453,66,Mid,lon20260502hmpXML.xml
LON,5,2026-05-02,2:10 AM,PACE,HORSES & GELDINGS - CLAIMING $8000. (W-ALL) - FOR N/W $40000. LIFETIME (W-ALL) OR $3500. LAST 5,5500.0,63.0,Claimer,55,6.300000000000001,0.2727272727272727,62,Mid,lon20260502hmpXML.xml
LON,6,2026-05-02,2:30 AM,PACE,FILLIES & MARES - N/W $3000. LIFETIME (W-ALL)  (N/W OF A RACE ALLOWED $4000.),7500.0,52.0,NW Condition,60,5.2,0.45454545454545453,66,Mid,lon20260502hmpXML.xml
LON,7,2026-05-02,2:50 AM,PACE,HORSES & GELDINGS - N/W $25000. LIFETIME (W-ALL)  AE. CLAIMING $20000. - FOR N/W $35500. LIFE (W-ALL),8800.0,67.0,Claimer,55,6.7,1.0,63,Mid,lon20260502hmpXML.xml
LON,8,2026-05-02,3:10 AM,PACE,HORSES & GELDINGS - CLAIMING $20000. - FOR N/W $60000. LIFETIME (W-ALL) OR A RACE IN 2026 AE. N/W $70000. LIFETIME (DRAW OUTSIDE),8800.0,71.0,Claimer,55,7.1000000000000005,1.0,63,Mid,lon20260502hmpXML.xml
LON,9,2026-05-02,3:30 AM,TROT,N/W $3000. (FM $3775.) LAST 3  (STARTERS OF A PURSE OVER $10500. LAST START N/E)  AE. CLAIMING $15000. (W-ALL),8600.0,75.0,Claimer,55,7.5,0.7272727272727273,63,Mid,lon20260502hmpXML.xml
LON,10,2026-05-02,3:50 AM,TROT,N/W $2000. (FM $2500.) LAST 3  (N/W OF A RACE IN 2026 ALLOWED $500.) (STARTERS OF A PURSE OVER $9500. LAST START N/E)  AE. CLAIMING $12000. (W-ALL),7600.0,70.0,Starter Allowance,70,7.0,0.5454545454545454,78,High,lon20260502hmpXML.xml
LON,11,2026-05-02,4:10 AM,PACE,FILLIES & MARES - N/W $25000. LIFETIME (W-ALL)  AE. CLAIMING $20000. - FOR N/W $35000. LIFETIME (W-ALL) (N/W OF A RACE LAST 5 ALLOWED $5000.),8800.0,61.0,Claimer,55,6.1000000000000005,1.0,62,Mid,lon20260502hmpXML.xml
MEA,1,2026-05-02,10:30 AM,PACE,"CD CLAIM 3-7YO WINNERS OF 1 BUT NOT MORE THAN 4 EXT PM RACES LIFE CLAIM PRICE: $15,000 W/A MORNING LINE: 3-4-6-2 R.WRENN JR - #1 OR 2 NO`S 1 & 2 - UNCOUPLED BY PERMISSION OF PHRC",7000.0,72.0,Claimer,55,7.2,0.13333333333333333,62,Mid,mea20260502hmpXML.xml
MEA,2,2026-05-02,10:50 AM,PACE,"CLAIM $7,500 W/A MORNING LINE: 4-2-3-5 D.PALONE - #1 OR 4",7200.0,78.0,Claimer,55,7.800000000000001,0.2,63,Mid,mea20260502hmpXML.xml
MEA,3,2026-05-02,11:15 AM,PACE,"CD CLAIM $6,000 W/A NW OF A RACE IN L3 STS MORNING LINE: 4-6-3-2 NO. 4 JR STRIKE THREE - ELIGIBLE AT TIME OF ENTRY NO`S 2 & 7 - UNCOUPLED BY PERMISSION OF PHRC",5000.0,75.0,Claimer,55,7.5,0.06666666666666667,63,Mid,mea20260502hmpXML.xml
MEA,4,2026-05-02,11:40 AM,PACE,"CLAIM HANDICAP $12,000-$15,000 W/A *JAMES ARNOLD MEMORIAL* MORNING LINE: 6-4-3-7 M.WILDER - #1 OR 6 R.WRENN JR - #4 OR 8 NO`S 3 & 7 - UNCOUPLED BY PERMISSION OF PHRC",10800.0,82.0,Claimer,55,8.200000000000001,0.4666666666666667,64,Mid,mea20260502hmpXML.xml
MEA,5,2026-05-02,12:10 PM,PACE,**PA STALLION SERIES** 3YO COLT & GELDING PACE 1ST OF 4 DIVISIONS MORNING LINE: 4-5-6-7 Y.GINGRAS - #4 OR 7 NO`S 4 & 6 - UNCOUPLED BY PERMISSION OF PHRC,20000.0,82.0,"High (Unknown, purse≥13k)",85,8.200000000000001,0.8666666666666667,94,Top,mea20260502hmpXML.xml
MEA,6,2026-05-02,12:35 PM,PACE,***BYE BYE BYRD*** PENNSYLVANIA SIRE STAKE 3YO C& G PACE 1ST OF 2 DIVISIONS MORNING LINE: 4-1-3-5 NO`S 1 & 4 - UNCOUPLED BY PERMISSION OF PHRC,54601.0,87.0,Stakes,80,8.700000000000001,1.0,90,Top,mea20260502hmpXML.xml
MEA,7,2026-05-02,12:55 PM,PACE,CD ALL AGES NW $4901 L4 STS MORNING LINE: 2-7-4-9 D.PALONE - #1 OR 9 M.WILDER - #5 OR 6,8400.0,87.0,NW Condition,60,8.700000000000001,0.3333333333333333,69,Mid,mea20260502hmpXML.xml
MEA,8,2026-05-02,1:25 AM,PACE,***BYE BYE BYRD*** PENNSYLVANIA SIRE STAKE 3YO C& G PACE 2ND OF 2 DIVISIONS MORNING LINE: 3-5-2-7 NO. 6 - FIRST TIME LASIX R.WRENN JR - #2 OR 5 NO`S 3 & 5 - UNCOUPLED BY PERMISSION OF PHRC,54601.0,86.0,Stakes,80,8.6,1.0,90,Top,mea20260502hmpXML.xml
MEA,9,2026-05-02,2:00 AM,PACE,**PA STALLION SERIES** 3YO COLT & GELDING PACE 2ND OF 4 DIVISIONS MORNING LINE: 4-7-1-2 T.TETRICK - #1 OR 7,20000.0,79.0,"High (Unknown, purse≥13k)",85,7.9,0.8666666666666667,94,Top,mea20260502hmpXML.xml
MEA,10,2026-05-02,2:25 AM,PACE,**PA STALLION SERIES** 3YO COLT & GELDING PACE 3RD OF 4 DIVISIONS MORNING LINE: 6-5-3-2 NO. 5 - FIRST TIME LASIX M.KAKALEY - #1 OR 5,20000.0,80.0,"High (Unknown, purse≥13k)",85,8.0,0.8666666666666667,94,Top,mea20260502hmpXML.xml
MEA,11,2026-05-02,2:50 AM,PACE,**PA STALLION SERIES** 3YO COLT & GELDING PACE 4TH OF 4 DIVISIONS MORNING LINE: 7-5-3-4 T.TETRICK - #5 OR 7,20000.0,78.0,"High (Unknown, purse≥13k)",85,7.800000000000001,0.8666666666666667,94,Top,mea20260502hmpXML.xml
MEA,12,2026-05-02,3:30 AM,PACE,CD ALL AGES NW $9500 L4 STS AE: NW 8 EXT PM RACES LIFE AE: HORSES WITH A TM RATING OF 88 OR LESS AS OF 4/29/2026 MORNING LINE: 6-8-2-3 D.PALONE - #2 OR 8,12000.0,91.0,NW Condition,60,9.1,0.6,70,Mid,mea20260502hmpXML.xml
MEA,13,2026-05-02,4:00 AM,TROT,"CD 3YO& UP WINNERS OF 3 BUT NOT MORE THAN 6 EXT PM`S OR $50,000 LIFE (1 CLAIM WIN EXCLUDED) MORNING LINE: 4-3-5-6 D.PALONE - #1 OR 4",12000.0,84.0,Claimer,55,8.4,0.6,64,Mid,mea20260502hmpXML.xml
MEA,14,2026-05-02,4:40 AM,PACE,"CD 3-7YO NW 2 EXT PM`S OR $17,500 LIFE (1 CLAIM WIN EXCLUDED) MORNING LINE: 2-6-5-4 NO. 2 - FIRST TIME LASIX",10000.0,68.0,Claimer,55,6.800000000000001,0.4,62,Mid,mea20260502hmpXML.xml
MEA,15,2026-05-02,5:05 AM,TROT,"CD ALL AGES NW $3500 L4 STS MORNING LINE: 8-4-1-9-5 D.PALONE - #1,6 OR 8",8000.0,84.0,NW Condition,60,8.4,0.26666666666666666,69,Mid,mea20260502hmpXML.xml
MVR,1,2026-05-02,1:00 AM,PACE,"N/W 1 (FM 2) PM RACE OR $10,000 LIFETIME NO. 10 STARTS FROM 2ND TIER Br. MILLER LISTED 1/6/7",13000.0,78.0,NW Condition,60,7.800000000000001,0.07142857142857142,68,Mid,mvr20260502hmpXML.xml
MVR,2,2026-05-02,1:21 AM,PACE,"N/W 6 (FM 8) (OH 7, FM OH 9) PM RACES OR $60,000 LIFETIME C. PAGE LISTED 1/10 L. HANNERS 2/8",21000.0,92.0,NW Condition,60,9.200000000000001,0.21428571428571427,69,Mid,mvr20260502hmpXML.xml
MVR,3,2026-05-02,1:42 AM,PACE,"HORSES & GELDINGS N/W $4501 LAST 4 STARTS AE: N/W 4 (OH 5) PM RACES OR $35,000 LIFETIME NO. 10 STARTS FROM 2ND TIER HEAVE HO & FEAR THE IMAGE ELIGIBLE - DOUBLE JUMP RULE C. PAGE LISTED 1/2 Dv. MILLER 6/8",15500.0,88.0,NW Condition,60,8.8,0.14285714285714285,69,Mid,mvr20260502hmpXML.xml
MVR,4,2026-05-02,2:03 AM,PACE,HORSES & GELDINGS OPEN II NO. 10 STARTS FROM 2ND TIER NIGHT SHADOW & WICKED CHARACTER OWNER ENTRY - UNCOUPLED WITH OSRC PERMISSION C. PAGE LISTED 1/10 Dv. MILLER 6/7/9 BRIGHT BET & WIN LOUS OR DRAW OWNER ENTRY - UNCOUPLED WITH OSRC PERMISSION,32000.0,95.0,Open/Preferred,85,9.5,0.2857142857142857,95,Top,mvr20260502hmpXML.xml
MVR,5,2026-05-02,2:24 AM,PACE,HORSES & GELDINGS OPEN NO. 10 STARTS FROM 2ND TIER FEAR THE HATE & RICK WINK OWNER ENTRY - UNCOUPLED WITH OSRC PERMISSION Tr. TETRICK LISTED 2/7 Br. MILLER 3/5 C. PAGE 9/10,36000.0,97.0,Open/Preferred,85,9.700000000000001,0.35714285714285715,95,Top,mvr20260502hmpXML.xml
MVR,6,2026-05-02,2:45 AM,TROT,~OHIO SIRES STAKES~ 3 YEAR OLD FILLIES 1ST DIVISION MADAM PRESIDENT & SARAH`S MISSION OWNER ENTRY - UNCOUPLED WITH OSRC PERMISSION C. PAGE LISTED 2/4/8,75000.0,82.0,Stakes,80,8.200000000000001,0.9285714285714286,89,High,mvr20260502hmpXML.xml
MVR,7,2026-05-02,3:06 AM,PACE,~OHIO SIRES STAKES~ 3 YEAR OLD FILLIES 1ST DIVISION NO. 10 STARTS FROM 2ND TIER SEASIDE SHUFFLE & SHACARRI OWNER ENTRY - UNCOUPLED WITH OSRC PERMISSION C. PAGE LISTED 3/6 Br. MILLER 5/10 L. HANNERS 8/9 SHACARRI 1ST TIME LASIX,75000.0,82.0,Stakes,80,8.200000000000001,0.9285714285714286,89,High,mvr20260502hmpXML.xml
MVR,8,2026-05-02,3:27 AM,TROT,~OHIO SIRES STAKES~ 3 YEAR OLD FILLIES 2ND DIVISION C. PAGE LISTED 6/7/9,75000.0,82.0,Stakes,80,8.200000000000001,0.9285714285714286,89,High,mvr20260502hmpXML.xml
MVR,9,2026-05-02,3:48 AM,TROT,~OHIO SIRES STAKES~ 3 YEAR OLD COLTS & GELDINGS 1ST DIVISION Dv. MILLER LISTED 1/2,75000.0,83.0,Stakes,80,8.3,0.9285714285714286,89,High,mvr20260502hmpXML.xml
MVR,10,2026-05-02,4:09 AM,PACE,~OHIO SIRES STAKES~ 3 YEAR OLD FILLIES 2ND DIVISION NO. 10 STARTS FROM 2ND TIER SEASIDE CHARM & LAUDE DA TRAINER ENTRY - UNCOUPLED FOR WAGERING L. HANNERS LISTED 2/10 C. PAGE 4/5 Dv. MILLER 8/9,75000.0,85.0,Stakes,80,8.5,0.9285714285714286,89,High,mvr20260502hmpXML.xml
MVR,11,2026-05-02,4:30 AM,TROT,~OHIO SIRES STAKES~ 3 YEAR OLD COLTS & GELDINGS 2ND DIVISION SPECIAL MONI & MAX THE MIGHTY OWNER ENTRY - UNCOUPLED WITH OSRC PERMISSION C. PAGE LISTED 4/6/7 COME N GET ME 1ST TIME LASIX,75000.0,83.0,Stakes,80,8.3,0.9285714285714286,89,High,mvr20260502hmpXML.xml
MVR,12,2026-05-02,4:51 AM,PACE,~OHIO SIRES STAKES~ 3 YEAR OLD COLTS & GELDINGS 1ST DIVISION WHEN IS PARADE & BACKNINEBAR OWNER ENTRY - UNCOUPLED WITH OSRC PERMISSION C. PAGE LISTED 6/9,75000.0,88.0,Stakes,80,8.8,0.9285714285714286,90,Top,mvr20260502hmpXML.xml
MVR,13,2026-05-02,5:12 AM,PACE,~OHIO SIRES STAKES~ 3 YEAR OLD COLTS & GELDINGS 2ND DIVISION NO. 10 STARTS FROM 2ND TIER I`LLBETYOURBOOTS - SKULL N CROSSBONES & LINDY DRAGONWATER OWNER ENTRY - UNCOUPLED WITH OSRC PERMISSION C. PAGE LISTED 5/6/8 I`LLBETYOURBOOTS 1ST TIME,75000.0,89.0,Stakes,80,8.9,0.9285714285714286,90,Top,mvr20260502hmpXML.xml
