Track,Race,RaceDate,Time,Gait,Purse,TCR,FieldStrength,FieldSize,Below2.0_Count,Below3.0_Count,Below5.0_Count,Cluster_2.5to6_Count,Odds_SD,Top5_Range,Odds_Range,RaceType,CompetitiveClusterFlag,FavOdds,FavPostRTG_Fast,DominancePenalty,CompetitivenessIndex,LikelySecond_PP,LikelySecond_Horse,LikelySecondScore_Top,LikelySecondMatrix_Top3,Exacta,Exacta_12,Exacta_123,Exacta_Top4,Exacta_Top5,Exacta_Top6
BTVA,8,2025-12-17,7:20 AM,PACE,8800.0,81.0,155.42857142857144,7,0,0,2,2,12.987,18.427,37.329,Wide Open,False,3.811,2.0,0.0,42.0,1,Major Megan,4.0,1(4); 3(4); 2(4),"4,5,1,6,3",,,"4,5,1,6","4,5,1,6,3","4,5,1,6,3,2"
BTVA,9,2025-12-17,7:40 AM,TROT,5000.0,68.0,136.0,7,0,0,1,2,32.87,56.239,90.361,Wide Open,False,4.75,2.0,0.0,37.0,5,Crescent Beauty,3.0,5(3); 1(3); 4(3),"3,5,7,6,1",,,"3,5,7,6","3,5,7,6,1","3,5,7,6,1,2"
DD,1,2025-12-17,4:30 AM,PACE,8000.0,63.0,124.0,8,0,1,1,0,27.939,20.24,92.802,Chalk,False,2.309,3.0,0.0,17.0,3,Wicked Chip,4.0,3(4); 4(4); 1(3),"5,1,8,7,3",,,"5,1,8,7","5,1,8,7,3","5,1,8,7,3,2"
DD,10,2025-12-17,7:30 AM,PACE,25000.0,88.0,173.42857142857144,7,1,1,3,2,25.984,17.749,61.789,Chalk,False,1.594,3.0,18.28,28.7,4,Disturbed Hanover,4.0,4(4); 7(2); 3(2),"5,1,6,7,3",,,"5,1,6,7","5,1,6,7,3","5,1,6,7,3,4"
DD,11,2025-12-17,7:50 AM,PACE,110000.0,71.0,138.5,8,1,3,3,0,13.316,6.009,39.546,Chalk,False,1.594,3.0,18.28,8.7,2,Seboomook Ohh Lala,5.0,2(5); 5(4); 3(4),"4,7,5,1,6","4,7","4,7,5","4,7,5,1","4,7,5,1,6","4,7,5,1,6,2"
DD,12,2025-12-17,8:10 AM,PACE,15000.0,79.0,155.85714285714286,7,1,2,2,0,30.493,16.285,93.517,Chalk,False,1.594,3.0,18.28,0.0,4,Linemup Knockmback,6.0,4(6); 2(4); 3(2),"5,4,2,3,7","5,4",,"5,4,2,3","5,4,2,3,7","5,4,2,3,7,1"
DD,13,2025-12-17,8:30 AM,PACE,14000.0,73.0,143.33333333333334,9,1,2,3,1,36.733,13.74,93.188,Wide Open,False,1.923,-1.0,1.93,41.1,4,Mary Puffins,6.0,4(6); 5(5); 3(4),"6,1,5,3,8",,,"6,1,5,3","6,1,5,3,8","6,1,5,3,8,2"
DD,14,2025-12-17,8:50 AM,PACE,7500.0,82.0,157.0,7,0,0,2,2,20.314,16.28,60.001,Wide Open,False,3.382,-1.0,0.0,42.0,4,Hungry For Money,5.0,4(5); 5(4); 2(2),"3,1,5,2,6",,,"3,1,5,2","3,1,5,2,6","3,1,5,2,6,7"
DD,15,2025-12-17,9:10 AM,PACE,12500.0,71.0,139.66666666666666,9,0,1,3,2,42.803,31.06,93.047,Wide Open,False,2.064,-1.0,0.0,55.0,4,Half A Shekel,6.0,4(6); 5(6); 6(3),"2,4,9,5,6",,,"2,4,9,5","2,4,9,5,6","2,4,9,5,6,8"
DD,2,2025-12-17,4:50 AM,PACE,7000.0,58.0,113.125,8,0,0,0,1,16.787,12.068,50.162,Chalk,False,5.811,-1.0,0.0,24.0,5,Miss Bombsaway,5.0,5(5); 3(5); 2(4),"7,1,5,8,2",,,"7,1,5,8","7,1,5,8,2","7,1,5,8,2,6"
DD,3,2025-12-17,5:10 AM,PACE,6000.0,71.0,140.77777777777777,9,0,1,1,1,33.58,30.926,92.219,Wide Open,False,2.891,1.0,0.0,33.0,4,No Gel Nikki,7.0,4(7); 5(6); 2(4),"1,4,6,9,7",,,"1,4,6,9","1,4,6,9,7","1,4,6,9,7,8"
DD,4,2025-12-17,5:30 AM,PACE,14500.0,83.0,158.57142857142856,7,1,1,2,1,33.061,16.485,93.517,Chalk,False,1.594,3.0,18.28,11.7,4,Sheila Sazs,4.0,4(4); 6(3); 2(3),"5,6,1,7,4",,,"5,6,1,7","5,6,1,7,4","5,6,1,7,4,3"
DD,5,2025-12-17,5:50 AM,PACE,9500.0,73.0,143.0,9,0,0,3,3,29.853,14.047,91.078,Wide Open,True,4.032,-1.0,0.0,67.0,5,Slipinsidewayz,5.0,5(5); 3(5); 1(5),"9,5,6,3,7",,,"9,5,6,3","9,5,6,3,7","9,5,6,3,7,8"
DD,6,2025-12-17,6:10 AM,PACE,20000.0,68.0,131.25,8,0,0,1,2,30.266,37.401,91.371,Wide Open,False,3.739,-1.0,0.0,41.0,4,Mornin Merle,5.0,4(5); 3(4); 5(4),"7,3,4,1,8",,,"7,3,4,1","7,3,4,1,8","7,3,4,1,8,2"
DD,7,2025-12-17,6:30 AM,PACE,9500.0,75.0,147.44444444444446,9,0,0,1,2,39.576,29.313,91.3,Wide Open,False,3.811,3.0,0.0,45.0,4,Big Bettor Hanover,5.0,4(5); 3(5); 2(4),"5,2,6,4,7",,,"5,2,6,4","5,2,6,4,7","5,2,6,4,7,3"
DD,8,2025-12-17,6:50 AM,PACE,18000.0,85.0,168.25,8,1,2,2,1,24.434,6.332,61.398,Wide Open,False,1.985,3.0,0.68,33.3,4,Scrivener Hanover,4.0,4(4); 2(3); 3(2),"5,1,4,3,7",,,"5,1,4,3","5,1,4,3,7","5,1,4,3,7,2"
DD,9,2025-12-17,7:10 AM,PACE,9500.0,77.0,150.22222222222223,9,1,2,2,2,27.537,29.623,93.147,Wide Open,False,1.964,3.0,1.62,48.4,4,Tuggingoncredit,5.0,4(5); 3(4); 2(3),"5,2,7,6,3",,,"5,2,7,6","5,2,7,6,3","5,2,7,6,3,9"
DTN,1,2025-12-17,4:00 AM,PACE,13000.0,70.0,139.33333333333334,7,0,0,1,1,18.578,13.086,59.282,Chalk,False,4.1,-1.0,0.0,25.0,3,Brandon'S Gal,5.0,3(5); 4(3); 2(3),"5,4,2,7,1",,,"5,4,2,7","5,4,2,7,1","5,4,2,7,1,6"
DTN,10,2025-12-17,7:00 AM,PACE,6000.0,77.0,151.0,10,0,1,2,2,32.488,38.4,92.37,Wide Open,False,2.74,0.0,0.0,54.0,4,Lady Bridgerton,6.0,4(6); 6(6); 5(4),"2,4,8,3,6",,,"2,4,8,3","2,4,8,3,6","2,4,8,3,6,9"
DTN,11,2025-12-17,7:20 AM,TROT,19000.0,90.0,178.5,6,0,1,2,2,20.428,11.796,58.829,Wide Open,False,2.644,0.0,0.0,38.0,3,My Pal Sparky,5.0,3(5); 1(3); 5(3),"2,4,3,1,5",,,"2,4,3,1","2,4,3,1,5","2,4,3,1,5,6"
DTN,12,2025-12-17,7:40 AM,TROT,14000.0,87.0,168.66666666666669,9,0,1,2,2,22.421,14.882,60.385,Wide Open,False,2.997,3.0,0.0,50.0,1,Yo Sheldon,4.0,1(4); 5(4); 3(3),"4,1,5,6,7",,,"4,1,5,6","4,1,5,6,7","4,1,5,6,7,3"
DTN,13,2025-12-17,8:00 AM,TROT,15000.0,84.0,159.65277777777777,9,0,0,1,2,26.794,8.239,90.734,Wide Open,False,4.376,-1.0,0.0,45.0,5,Volstarita,5.0,5(5); 3(5); 4(4),"7,8,5,2,4",,,"7,8,5,2","7,8,5,2,4","7,8,5,2,4,9"
DTN,14,2025-12-17,8:20 AM,PACE,7000.0,80.0,159.1,10,0,0,2,2,33.725,16.977,91.237,Wide Open,False,3.873,2.0,0.0,54.0,4,Dry Creek Princess,4.0,4(4); 3(4); 5(4),"1,2,4,6,8",,,"1,2,4,6","1,2,4,6,8","1,2,4,6,8,9"
DTN,2,2025-12-17,4:20 AM,TROT,17000.0,90.0,174.0,8,0,1,1,1,28.869,11.528,92.198,Chalk,False,2.913,0.0,0.0,29.0,5,World By Storm,5.0,5(5); 4(4); 1(4),"2,4,5,1,3",,,"2,4,5,1","2,4,5,1,3","2,4,5,1,3,7"
DTN,3,2025-12-17,4:40 AM,PACE,9000.0,80.0,158.3,10,0,0,1,1,27.967,7.781,91.146,Wide Open,False,3.965,0.0,0.0,37.0,4,Under The Desk,7.0,4(7); 3(6); 1(4),"2,3,5,6,4",,,"2,3,5,6","2,3,5,6,4","2,3,5,6,4,9"
DTN,4,2025-12-17,5:00 AM,TROT,14000.0,87.0,170.22222222222223,9,0,1,2,1,22.949,6.737,61.323,Wide Open,False,2.06,0.0,0.0,38.0,4,In The End,5.0,4(5); 1(4); 3(4),"2,4,8,9,1",,,"2,4,8,9","2,4,8,9,1","2,4,8,9,1,7"
DTN,5,2025-12-17,5:20 AM,PACE,12000.0,75.0,147.3,10,0,1,2,1,25.508,19.832,92.704,Wide Open,False,2.407,2.0,0.0,42.0,10,Lucy Hill,4.0,10(4); 4(4); 9(3),"3,8,5,9,10",,,"3,8,5,9","3,8,5,9,10","3,8,5,9,10,7"
DTN,6,2025-12-17,5:40 AM,TROT,17000.0,90.0,177.0,8,0,0,2,2,6.35,13.539,18.203,Wide Open,False,4.308,0.0,0.0,46.0,4,Team Bravo,6.0,4(6); 1(5); 3(5),"2,7,4,8,6",,,"2,7,4,8","2,7,4,8,6","2,7,4,8,6,5"
DTN,7,2025-12-17,6:00 AM,PACE,10000.0,75.0,142.0,9,0,0,1,2,25.52,28.726,90.712,Wide Open,False,4.399,-1.0,0.0,45.0,3,Stonebridge Alibi,6.0,3(6); 1(5); 4(4),"5,3,6,1,4",,,"5,3,6,1","5,3,6,1,4","5,3,6,1,4,8"
DTN,8,2025-12-17,6:20 AM,PACE,14000.0,74.0,142.44444444444446,9,2,2,2,1,35.933,9.738,93.317,Chalk,False,1.794,2.0,8.25,29.8,4,Callmeovrdahill,6.0,4(6); 3(5); 6(3),"1,4,6,5,2",,,"1,4,6,5","1,4,6,5,2","1,4,6,5,2,3"
DTN,9,2025-12-17,6:40 AM,TROT,24000.0,93.0,181.66666666666669,9,0,0,4,4,7.495,4.707,19.065,Balanced Competitive,True,3.484,3.0,0.0,84.0,1,Looks Like Moni,4.0,1(4); 5(3); 6(3),"4,2,5,1,8",,,"4,2,5,1","4,2,5,1,8","4,2,5,1,8,3"
FLMD,1,2025-12-17,6:25 AM,PACE,5000.0,63.0,120.125,8,0,1,1,1,42.105,92.926,92.926,Chalk,False,2.185,3.0,0.0,29.0,2,Allstar Smiles,5.0,2(5); 4(5); 1(3),"5,3,1,8,2",,,"5,3,1,8","5,3,1,8,2","5,3,1,8,2,4"
FLMD,10,2025-12-17,9:52 AM,PACE,6000.0,64.0,128.77777777777777,9,0,3,4,3,36.607,6.259,92.693,Balanced Competitive,True,2.418,3.0,0.0,72.0,3,Beethreepo,5.0,3(5); 4(4); 2(4),"5,4,7,1,3",,,"5,4,7,1","5,4,7,1,3","5,4,7,1,3,6"
FLMD,2,2025-12-17,6:48 AM,TROT,8000.0,68.0,135.83333333333331,6,0,0,2,2,10.161,13.74,29.838,Wide Open,False,3.446,2.0,0.0,38.0,3,Stonebridge Glee,5.0,3(5); 4(4); 5(4),"2,4,5,1,3",,,"2,4,5,1","2,4,5,1,3","2,4,5,1,3,6"
FLMD,3,2025-12-17,7:11 AM,PACE,7000.0,76.0,146.5,8,0,0,2,2,36.403,37.175,91.146,Wide Open,False,3.965,3.0,0.0,46.0,5,Harry G,7.0,5(7); 2(5); 3(4),"1,7,5,4,8",,,"1,7,5,4","1,7,5,4,8","1,7,5,4,8,6"
FLMD,4,2025-12-17,7:34 AM,PACE,5000.0,63.0,126.25,8,0,0,0,1,28.068,27.889,89.182,Chalk,False,5.928,3.0,0.0,24.0,4,Darkside Of Wicked,4.0,4(4); 2(4); 1(3),"5,8,1,4,2",,,"5,8,1,4","5,8,1,4,2","5,8,1,4,2,7"
FLMD,5,2025-12-17,7:57 AM,PACE,5000.0,62.0,121.66666666666666,9,0,0,1,2,38.855,14.503,90.537,Wide Open,False,4.574,3.0,0.0,45.0,2,Rock N Pebbles,5.0,2(5); 5(4); 1(4),"4,6,5,2,7",,,"4,6,5,2","4,6,5,2,7","4,6,5,2,7,1"
FLMD,6,2025-12-17,8:20 AM,PACE,8000.0,73.0,142.25,8,1,1,1,0,36.125,24.059,93.203,Chalk,False,1.908,3.0,4.13,12.9,4,Happy In Control,4.0,4(4); 3(3); 2(2),"5,7,6,3,8",,,"5,7,6,3","5,7,6,3,8","5,7,6,3,8,1"
FLMD,7,2025-12-17,8:43 AM,PACE,8000.0,69.0,138.16666666666666,6,0,1,2,2,26.395,60.571,60.571,Wide Open,False,2.811,1.0,0.0,38.0,5,Paddy Melt,5.0,5(5); 1(3); 2(3),"3,1,2,4,5",,,"3,1,2,4","3,1,2,4,5","3,1,2,4,5,6"
FLMD,8,2025-12-17,9:06 AM,PACE,6000.0,68.0,135.44444444444446,9,1,1,2,1,29.244,16.176,93.408,Chalk,False,1.703,1.0,10.39,27.6,5,Vicious Aloicious,5.0,5(5); 4(5); 1(3),"3,6,9,2,7",,,"3,6,9,2","3,6,9,2,7","3,6,9,2,7,8"
FLMD,9,2025-12-17,9:29 AM,PACE,8000.0,74.0,145.28571428571428,7,0,0,2,3,10.803,11.745,29.785,Wide Open,True,4.032,1.0,0.0,54.0,2,Gascoigne Sundae,5.0,2(5); 4(4); 5(3),"3,6,1,4,7",,,"3,6,1,4","3,6,1,4,7","3,6,1,4,7,5"
MEA,1,2025-12-17,12:45 PM,PACE,8500.0,77.0,150.28571428571428,7,0,0,3,3,10.146,14.114,29.853,Wide Open,True,3.965,1.0,0.0,59.0,5,Ponda Diamond,6.0,5(6); 2(5); 6(4),"1,4,2,5,3",,,"1,4,2,5","1,4,2,5,3","1,4,2,5,3,6"
MEA,10,2025-12-17,3:45 AM,PACE,8600.0,62.0,121.0,6,0,0,1,1,20.867,29.419,58.984,Chalk,False,4.399,1.0,0.0,21.0,1,Rock Aby Baby,4.0,1(4); 5(4); 3(3),"6,1,5,4,2",,,"6,1,5,4","6,1,5,4,2","6,1,5,4,2,3"
MEA,11,2025-12-17,4:05 AM,PACE,7500.0,81.0,158.66666666666669,9,0,1,2,2,21.85,18.986,60.834,Wide Open,False,2.549,2.0,0.0,50.0,1,The Word Is Out,4.0,1(4); 2(3); 3(3),"4,1,7,5,2",,,"4,1,7,5","4,1,7,5,2","4,1,7,5,2,9"
MEA,12,2025-12-17,4:25 AM,TROT,10000.0,70.0,137.25,8,0,0,1,2,28.234,10.957,90.833,Wide Open,False,4.278,1.0,0.0,41.0,5,Rt Misty,4.0,5(4); 4(4); 3(4),"1,5,4,6,2",,,"1,5,4,6","1,5,4,6,2","1,5,4,6,2,3"
MEA,13,2025-12-17,4:45 AM,PACE,6800.0,72.0,140.22222222222223,9,0,0,0,1,37.766,36.013,89.983,Chalk,False,5.128,2.0,0.0,28.0,1,Bobby Bone Breaker,4.0,1(4); 3(3); 5(3),"4,8,3,5,2",,,"4,8,3,5","4,8,3,5,2","4,8,3,5,2,6"
MEA,14,2025-12-17,5:05 AM,TROT,11200.0,77.0,148.88888888888889,9,1,2,2,1,30.8,5.64,93.517,Chalk,False,1.594,3.0,18.28,19.7,4,Gypsy Rose Lou,7.0,4(7); 2(6); 3(4),"5,1,4,6,2","5,1",,"5,1,4,6","5,1,4,6,2","5,1,4,6,2,3"
MEA,2,2025-12-17,1:05 AM,TROT,8600.0,61.0,119.0,9,0,1,1,1,26.476,19.904,92.466,Wide Open,False,2.644,3.0,0.0,33.0,4,Panoply,4.0,4(4); 2(4); 3(3),"5,3,6,4,1",,,"5,3,6,4","5,3,6,4,1","5,3,6,4,1,8"
MEA,3,2025-12-17,1:25 AM,PACE,10500.0,68.0,131.75,8,0,0,1,2,30.607,17.677,90.239,Wide Open,False,4.871,1.0,0.0,41.0,5,Passionate Pen,7.0,5(7); 4(5); 2(4),"1,5,2,8,7",,,"1,5,2,8","1,5,2,8,7","1,5,2,8,7,3"
MEA,4,2025-12-17,1:45 AM,TROT,11800.0,82.0,160.77777777777777,9,0,0,3,3,18.891,3.344,57.133,Wide Open,True,3.856,1.0,0.0,67.0,4,Mister Miracle,6.0,4(6); 5(5); 2(3),"1,3,2,9,5",,,"1,3,2,9","1,3,2,9,5","1,3,2,9,5,4"
MEA,5,2025-12-17,2:05 AM,PACE,6400.0,77.0,149.14285714285717,7,1,1,2,1,30.129,25.385,93.412,Chalk,False,1.699,0.0,7.53,22.5,3,Birdie Said,4.0,3(4); 6(4); 4(4),"7,3,1,6,5",,,"7,3,1,6","7,3,1,6,5","7,3,1,6,5,2"
MEA,6,2025-12-17,2:25 AM,PACE,11800.0,84.0,167.14285714285714,7,0,1,2,1,20.194,25.024,61.323,Chalk,False,2.06,2.0,0.0,30.0,2,Twice The Ice,7.0,2(7); 5(6); 3(3),"4,3,5,6,1",,,"4,3,5,6","4,3,5,6,1","4,3,5,6,1,2"
MEA,7,2025-12-17,2:45 AM,PACE,10500.0,70.0,136.55555555555554,9,0,2,2,0,27.839,15.094,92.834,Chalk,False,2.277,3.0,0.0,26.0,4,Bettor Answer,6.0,4(6); 2(4); 6(3),"5,6,4,7,3","5,6",,"5,6,4,7","5,6,4,7,3","5,6,4,7,3,8"
MEA,8,2025-12-17,3:05 AM,PACE,6400.0,75.0,146.625,8,1,1,1,0,35.873,20.644,93.517,Chalk,False,1.594,3.0,18.28,0.0,2,Morning Shadow,4.0,2(4); 4(3); 1(3),"5,4,3,6,7",,,"5,4,3,6","5,4,3,6,7","5,4,3,6,7,1"
MEA,9,2025-12-17,3:25 AM,PACE,11800.0,82.0,164.25,8,1,1,1,1,37.695,6.801,93.188,Chalk,False,1.923,3.0,3.48,25.5,2,Mayhem Like Me,4.0,2(4); 4(4); 7(3),"5,2,4,1,3",,,"5,2,4,1","5,2,4,1,3","5,2,4,1,3,6"
NFLD,1,2025-12-17,6:00 AM,PACE,7200.0,79.0,155.8888888888889,9,0,0,2,2,19.072,30.007,59.571,Wide Open,False,3.811,-1.0,0.0,50.0,3,So So De Vie,4.0,3(4); 2(3); 5(3),"9,2,4,3,7",,,"9,2,4,3","9,2,4,3,7","9,2,4,3,7,6"
NFLD,10,2025-12-17,9:18 AM,TROT,8800.0,82.0,162.33333333333331,9,0,0,1,1,26.363,15.608,91.377,Wide Open,False,3.734,-1.0,0.0,33.0,3,Rhett Butler,5.0,3(5); 2(5); 4(2),"6,4,5,8,3",,,"6,4,5,8","6,4,5,8,3","6,4,5,8,3,2"
NFLD,11,2025-12-17,9:40 AM,PACE,5500.0,74.0,147.33333333333334,9,0,0,1,1,30.255,22.156,91.3,Wide Open,False,3.811,3.0,0.0,33.0,2,Spirt And Heart,5.0,2(5); 3(5); 1(3),"4,2,6,5,9",,,"4,2,6,5","4,2,6,5,9","4,2,6,5,9,7"
NFLD,12,2025-12-17,10:02 AM,TROT,12000.0,78.0,153.66666666666669,9,0,1,3,2,35.462,9.896,93.051,Wide Open,False,2.06,3.0,0.0,55.0,3,Yen Hanover,6.0,3(6); 4(5); 5(4),"1,4,9,2,6",,,"1,4,9,2","1,4,9,2,6","1,4,9,2,6,8"
NFLD,13,2025-12-17,10:24 AM,PACE,8800.0,82.0,161.55555555555554,9,0,1,3,2,31.369,16.293,92.638,Wide Open,False,2.473,3.0,0.0,55.0,3,Moved Bythe Spirit,6.0,3(6); 1(5); 4(4),"5,1,3,4,6",,,"5,1,3,4","5,1,3,4,6","5,1,3,4,6,2"
NFLD,14,2025-12-17,10:46 AM,TROT,7200.0,78.0,155.66666666666669,9,0,0,1,1,18.372,18.415,59.571,Wide Open,False,3.811,3.0,0.0,33.0,1,Worthy Of Honor,5.0,1(5); 2(4); 5(4),"3,8,2,7,5",,,"3,8,2,7","3,8,2,7,5","3,8,2,7,5,4"
NFLD,15,2025-12-17,11:08 AM,PACE,7200.0,79.0,152.77777777777777,9,0,0,2,2,19.877,18.988,60.132,Wide Open,False,3.25,3.0,0.0,50.0,3,Would You Believe,7.0,3(7); 2(6); 4(5),"1,4,9,5,3",,,"1,4,9,5","1,4,9,5,3","1,4,9,5,3,8"
NFLD,2,2025-12-17,6:22 AM,TROT,9000.0,68.0,128.44444444444443,9,1,1,1,0,29.78,23.89,93.416,Chalk,False,1.695,3.0,13.74,7.3,4,He'S A Tuff T,5.0,4(5); 2(5); 3(3),"5,1,6,3,7",,,"5,1,6,3","5,1,6,3,7","5,1,6,3,7,8"
NFLD,3,2025-12-17,6:44 AM,TROT,7200.0,80.0,159.44444444444446,9,0,0,1,1,29.231,16.28,91.729,Wide Open,False,3.382,3.0,0.0,33.0,3,Crystal Swan,5.0,3(5); 2(4); 1(4),"4,2,1,3,6",,,"4,2,1,3","4,2,1,3,6","4,2,1,3,6,7"
NFLD,4,2025-12-17,7:06 AM,TROT,9000.0,65.0,125.22222222222224,9,0,0,3,3,29.246,22.156,91.682,Wide Open,True,3.429,3.0,0.0,67.0,2,Juu Dee Kaa,6.0,2(6); 5(5); 3(5),"4,1,5,8,2",,,"4,1,5,8","4,1,5,8,2","4,1,5,8,2,3"
NFLD,5,2025-12-17,7:28 AM,PACE,5800.0,63.0,122.11111111111111,9,0,1,1,0,18.289,31.758,61.323,Chalk,False,2.06,3.0,0.0,21.0,3,Space Captain,5.0,3(5); 2(5); 4(4),"1,4,6,3,5",,,"1,4,6,3","1,4,6,3,5","1,4,6,3,5,7"
NFLD,6,2025-12-17,7:50 AM,PACE,7200.0,79.0,154.75,8,1,1,2,1,31.698,10.153,93.517,Chalk,False,1.594,3.0,18.28,15.7,1,Trouble'S A Brewin,5.0,1(5); 5(5); 3(4),"2,3,8,7,1",,,"2,3,8,7","2,3,8,7,1","2,3,8,7,1,4"
NFLD,7,2025-12-17,8:12 AM,TROT,12000.0,77.0,151.11111111111111,9,0,0,0,1,10.668,9.241,35.146,Chalk,False,5.995,3.0,0.0,28.0,5,Bb'S Kanson Lady,3.0,5(3); 1(3); 2(3),"3,5,1,2,9",,,"3,5,1,2","3,5,1,2,9","3,5,1,2,9,4"
NFLD,8,2025-12-17,8:34 AM,TROT,10600.0,73.0,141.44444444444446,9,0,1,3,3,31.013,5.811,92.245,Wide Open,True,2.866,-1.0,0.0,67.0,4,Sweet Misery,6.0,4(6); 2(4); 5(3),"6,3,2,9,8",,,"6,3,2,9","6,3,2,9,8","6,3,2,9,8,7"
NFLD,9,2025-12-17,8:56 AM,PACE,9000.0,69.0,132.33333333333331,9,0,0,2,2,37.854,17.879,90.751,Wide Open,False,4.359,-1.0,0.0,50.0,2,Sistermarystigmata,5.0,2(5); 4(4); 1(4),"9,4,2,6,5",,,"9,4,2,6","9,4,2,6,5","9,4,2,6,5,7"
YR,1,2025-12-17,6:45 AM,PACE,13000.0,84.0,165.875,8,0,0,2,2,19.928,30.007,57.178,Wide Open,False,3.811,2.0,0.0,46.0,3,Dontbothermenone N,5.0,3(5); 4(5); 1(4),"5,3,1,4,6",,,"5,3,1,4","5,3,1,4,6","5,3,1,4,6,8"
YR,10,2025-12-17,9:45 AM,PACE,17000.0,79.0,154.0,8,2,2,3,1,20.674,24.273,61.688,Chalk,False,1.695,1.0,10.69,28.3,4,Win With Lynnly,5.0,4(5); 2(4); 1(4),"3,4,6,5,7",,,"3,4,6,5","3,4,6,5,7","3,4,6,5,7,2"
YR,2,2025-12-17,7:05 AM,PACE,14000.0,82.0,164.0,8,0,0,2,3,28.929,6.888,91.198,Wide Open,True,3.913,-1.0,0.0,58.0,2,Lou'S Beach,4.0,2(4); 3(3); 1(3),"7,3,1,2,5",,,"7,3,1,2","7,3,1,2,5","7,3,1,2,5,8"
