RaceDate,SourceFile,Track,Race,Horse,PP,FormString,LayoffFlag
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,8,Boujeeful,2,54597X2610X78,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,8,Empty Nest,4,127X7877X7X4,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,8,Bettor Way To Rock,7,5-10974557-?5,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,9,Iceing,1,2-55422396-7,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,9,Meadowbrook Amy,2,96524386-44,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,10,Land Of Freedom,3,72?-78-21?-59,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,10,Jusmakinyalook,5,63X2-3-8X419-3-4,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,10,Helpfirstedition,7,51-538553-63,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,11,Angel Hill,8,11111-651-1-?,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,12,Generallyspeaking S,8,8110-8-5576-7-1,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,12,Olivia Hill,9,731-3-4-72-4-8X2,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,13,Dj Dan,1,33142224-36,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,13,Call Option,2,8-26X116546-2,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,14,Blue Lane Express,1,456579568-7,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,14,Help Emily,3,5-6526-2-85X34,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,14,Tug And Coop,5,5264X8-6-62X95,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,14,Sweet Boy Ben,7,45782-3-334-9,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,14,Master Swan,8,935-83488-53,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,14,Er Kelly,9,3742525-87-8,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,HOP,14,Ponda Fashion,10,554-75679-42,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,1,Whimsical Journey,4,45-8466?3-21,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,1,A B Collins,6,72-79X836-22X9,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,1,Let'S Foal Around,7,515X22-758-26,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,2,Last Mach,6,2-766641-9-49,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,3,Custom,2,32-6-86X11,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,3,Julie Palema,3,7-?211X7-43-52,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,3,Wishuponastar Deo,4,11254-3X549-2,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,3,Meme Queen,6,51455X7X66-?4,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,3,Southwind Florence,7,15X6-33X83,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,4,Statesidelckdwn Gb,7,2233X?-867-42,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,5,Trillion Times,2,?X3-23,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,5,American Power,3,3-7-382-115-17,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,5,Classic Pickle,5,756X51-1X5-44,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,5,Destined,6,3-146565?-?5,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,6,Lou'Sbodaciousboy,5,158-76X8482-3,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,7,Duke Of Cornwall N,1,1-4X548-511-14,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,7,Saba Rock,2,244112141X1,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,7,Mac'S Delight,5,2-41-4X66-85-2-5,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,7,Captain Crusader A,7,63421164?X5,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,7,Go Go Grasshopper,9,1-?3X4-2-2-18,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,8,Pompeo Hanover,1,181454-106-28,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,8,Dontbothermenone N,7,13584166X?6,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,8,Mayhem Hanover,10,5719-5111-93,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,9,Darn It,5,3668X96,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,9,Ladysassin,7,186-53-646X4,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,9,Pa Perfect,9,65261-335X53,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,10,Enforcer,3,26-3843566-8,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,10,Rockin The Aces,6,44-64-3457X1-6,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,10,Like A Shadow,8,5-57X55?X122-1,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,11,Toto Hanover,4,25-72-3-7414-5,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,11,Storm The Court,6,102216?71-96,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,11,Bet On Mac,8,635-14-25X25-7,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,11,Avellino,10,61344-62-43-5,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,12,Komodo Beach,6,326X57585-8X3,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,13,Heza Real Diamond,3,37787X723X8-5,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,13,Mississippi Rabbit,5,51111-?96-43,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,13,Desire'S Captain,7,11211-531-23,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,13,Great Bet,8,3-21275866-2,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,M,14,Crunchy,4,747567-522-4,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,1,Lunar,2,35625-6-22?X7,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,3,Manuka,2,62-877717-4-7,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,3,I'M Out,3,454666743-4,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,3,Big Nudge,7,3-32-22445-35,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,3,Big Nudge,7,3-32-22445-35,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,4,Chief Bogo,6,222324-211-2,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,5,Hey Dude,4,83612-431-3-3,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,5,Te Amo Lindy,7,12133226-55,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,6,Captain Batboy,1,7668255?X67,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,6,Houdini Hanover,2,62267-656-22,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,6,Tricky Captain N,7,31-2-1243-5?X8,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,7,Boozin N Cruisin,4,21122553X?6,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,8,Pauc Hanover,3,36528862-56,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,10,Lou Grant,5,926?-213-6X12,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,10,Borninlockdown Gb,6,348381154-6,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,10,I Did It Myway,7,8514-14-37-32,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,11,Fendi Hanover,1,1367?-7-849X6,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,11,Madelines Blk Jack,5,787-34-57-6-36,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,11,Shoobee Doo A,8,321434X6-?X2,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,12,Raven Banner N,2,256135-475-4,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,12,Solid Character,3,516478-51-?-2,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,12,Da Delightful,8,2X22?17-5?X75,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,13,Panettone Hanover,1,6-75111268-10,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,13,Combustion,4,12-4-54-155-46,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,13,Oakwood Heymiki Ir,5,1X716X212-11,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,PCD,13,South Beach Star,8,5X432-7211-83,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,1,Late For Coffee,2,39-5X52334-64,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,1,Lou Who,3,254-45553X34,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,1,Jims Rising Son,4,71-5,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,1,Freight Days Aweek,8,?995?764X67,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,1,Stay Humble,10,7X3-12447-82,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,2,Bruno No No No,1,2-44-3-8415-11,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,2,Steamboat Springs,2,7?216-6457-3,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,2,Aquinas Hanover,4,4355X6941-65,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,3,Lyons Papi Rock,1,211-1,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,3,Stonebridge Impish,4,34425X5?16-10,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,3,Stroker,6,41X2712-6,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,3,Axial,9,15-4-3,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,4,Self Made,2,3-66112-4-5-2-3,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,4,Mr Ibiza N,4,8-42?X8365-61,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,4,Wildriverbumblebee,5,33442-8316-5,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,4,Ginger Tree Finny,6,111-32111-?1,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,4,Light The Torch,9,732222477-8,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,4,Pipewrench Charlie,10,466425X343-10,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,5,Gloryview Image,1,61356-326-74,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,5,R J Ringo,2,4-71447837-7,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,5,Highlandbeachlover,6,3-101875639-8,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,6,Jayport Cash,1,6X210-859-95X21,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,6,Goal Digger,2,9X2-3749X14,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,6,Sapphire Steve,6,?9235527-22,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,6,Shutter Green,9,6-18-716-51-73,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,6,Trix On You,99,861-1710X64-57,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,7,Its Major Major A,4,17-9329X775-1,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,7,Arbitrage Hanover,6,5-26366162-3,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,7,Cold Creek Queso,7,3-459X1146-5-4,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,8,Cold Creek Pantera,1,6-4631863X34,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,8,Belmont Blazer,99,32153627-43,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,9,Remember The Alamo,4,16-143-3191-1,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,9,Brue Hanover,5,1-1-11111-1-2-5,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,10,Summit Seelster,3,5X436X412-2?X6,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,10,Docs Earnest,4,48246-436-?5,3UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,10,Lyons Dukey,9,2686-7-23610-8,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,11,Snack Attack,4,1-3164X5746-8,2UP
2025-11-22,HarnessSuite_2_6_FULL.csv,WBSB,11,Uncle Shank A,7,5-8518-77119-2,2UP
